Text,polarity,Emotion
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,positive,Joy
I keep my fingers crossed the whole subway ride(1) hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,neutral,Joy
I keep my fingers crossed the whole subway ride(1) hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,neutral,Joy
"Overall, the best bagel in town.",positive,Joy
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",positive,Joy
The sushi seemed pretty fresh and was adequately proportioned.,positive,Joy
but the service was a bit slow.,negative,Anger
Spreads and toppings are great(1) - though a bit pricey(2).,positive,Joy
Spreads and toppings are great(1) - though a bit pricey(2).,positive,Joy
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",positive,Joy
No one asked what was wrong as we left with nothing touched on our plates.,neutral,Anger
Indoor was very cozy and cute.,positive,Joy
We had a 3 hour brunch- they definitely do not rush you(1)- and they kept the unlimited(2) mimosas flowing the whole time.,positive,Joy
We had a 3 hour brunch- they definitely do not rush you(1)- and they kept the unlimited(2) mimosas flowing the whole time.,positive,Surprise
And their prices are very high(1) - they actually think that they can get away with charging such(2) prices for such terrible(3) food and service!,negative,Anger
And their prices are very high(1) - they actually think that they can get away with charging such(2) prices for such terrible(3) food and service!,negative,Anger
And their prices are very high(1) - they actually think that they can get away with charging such(2) prices for such terrible(3) food and service!,negative,Anger
And their prices are very high(1) - they actually think that they can get away with charging such(2) prices for such terrible(3) food and service!,negative,Anger
"The service was excellent(1), the food was excellent, but the entire experience was very cool(2).",positive,Joy
"The service was excellent(1), the food was excellent, but the entire experience was very cool(2).",positive,Joy
The service is good(1) and the resturant is clean.,positive,Joy
"Great spot, whether looking for a couple of drinks or quiet dinner.",positive,Joy
"Great spot, whether looking for a couple of drinks or quiet dinner.",positive,Joy
"Great spot, whether looking for a couple of drinks or quiet dinner.",positive,Joy
Just stick with the small dishes!,negative,Anger
"The cafe itself was really nice(1) with comfortable(2) outdoor chairs and tables, but the service could have been better(3).",positive,Joy
"The cafe itself was really nice(1) with comfortable(2) outdoor chairs and tables, but the service could have been better(3).",positive,Joy
"The cafe itself was really nice(1) with comfortable(2) outdoor chairs and tables, but the service could have been better(3).",positive,Joy
"The cafe itself was really nice(1) with comfortable(2) outdoor chairs and tables, but the service could have been better(3).",negative,Joy
I've rarely had a problem with slow staff in the 10 years I've been going.,positive,Joy
Food is excellent.,positive,Joy
Although we were looking for regular lettuce and some walnuts the salads we got were great.,positive,Joy
Although we were looking for regular lettuce and some walnuts the salads we got were great.,neutral,Joy
Although we were looking for regular lettuce and some walnuts the salads we got were great.,neutral,Joy
Excellent lunch buffet for only $6.95.,positive,Joy
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",negative,Anger
"both are very reasonably(1) priced (around $8 for dinner and $5 for lunch), and are delicious and filling(2).",positive,Joy
"both are very reasonably(1) priced (around $8 for dinner and $5 for lunch), and are delicious and filling(2).",positive,Joy
"both are very reasonably(1) priced (around $8 for dinner and $5 for lunch), and are delicious and filling(2).",positive,Joy
"Ambience is so cute and quaint, good for business although we were there on vacation.",positive,Joy
"The portion sizes here are huge(1), and the sushi is good(2).",positive,Joy
"The portion sizes here are huge(1), and the sushi is good(2).",positive,Joy
My boyfriend ate tuna and it was cooked perfectly!,positive,Joy
"This wasn't the expected(1) menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special(2).",neutral,Anger
"This wasn't the expected(1) menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special(2).",neutral,Anger
"This wasn't the expected(1) menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special(2).",neutral,Anger
"Good(1) food at the restaurant (a bit expensive, but great if you want to impress your date(2)).",positive,Joy
I highly recommend(1) Caviar Russe to anyone who wants delicious top grade caviar and fantastic(2) service.,positive,Joy
I highly recommend(1) Caviar Russe to anyone who wants delicious top grade caviar and fantastic(2) service.,positive,Joy
You can't say its cheap because food is cheaper in Chinatown.,conflict,Anger
I have eaten there 3-4 times and the food was always good.,positive,Joy
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",negative,Anger
"great eats, good times.",positive,Joy
"Grilled whole fish wonderful, great spicing.",positive,Joy
"For years, I thought Tuscan cuisine was the best(1), but Salvatore converted me to the hearty(2) Neapolitan fare on my first visit.",conflict,Joy
"For years, I thought Tuscan cuisine was the best(1), but Salvatore converted me to the hearty(2) Neapolitan fare on my first visit.",positive,Joy
"Plus, when our entrees were held up in the kitchen on a busy Saturday night(1), the owner sent over complimentary(2) summer rolls to hold us over!",negative,Anger
"Plus, when our entrees were held up in the kitchen on a busy Saturday night(1), the owner sent over complimentary(2) summer rolls to hold us over!",positive,Anger
"Plus, when our entrees were held up in the kitchen on a busy Saturday night(1), the owner sent over complimentary(2) summer rolls to hold us over!",positive,Anger
The service was great as well.,positive,Joy
Try the lobster teriyaki and the rose special roll.,positive,Anger
Try the lobster teriyaki and the rose special roll.,positive,Anger
Another plus is most of the entrees are approx.,positive,Joy
"The food was delicious(1), the atmosphere was relaxed(2), and we have now adopted Plate 347 as our Secret on Second!",positive,Joy
"The food was delicious(1), the atmosphere was relaxed(2), and we have now adopted Plate 347 as our Secret on Second!",positive,Joy
From the moment we walked in they were more than accomodating(1) even though the place was packed(2).,negative,Joy
"I found the food, service and value exceptional everytime I have been there.",positive,Joy
"I found the food, service and value exceptional everytime I have been there.",positive,Joy
"I found the food, service and value exceptional everytime I have been there.",positive,Joy
We ate at this Thai place following the reviews but very unhappy with the foods.,negative,Anger
"The food is definitely good, but I left a bit disappointed.",positive,Joy
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",neutral,Anger
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",neutral,Anger
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",neutral,Anger
"The drinks are a saving grace(1), but service staff, please, get over yourselves(2).",positive,Joy
"The drinks are a saving grace(1), but service staff, please, get over yourselves(2).",negative,Anger
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,negative,Anger
The all-Italian staff is warm and engaging from the start.,positive,Joy
The prices are exceptionally reasonable(1) for food of this caliber(2).,positive,Joy
The prices are exceptionally reasonable(1) for food of this caliber(2).,positive,Surprise
If you go here - your focus should be the Tamarind Margaritas.,positive,Anger
